IP地址,数据中心,地区,城市,网络延迟
1.1.1.83,SJC,北美洲,圣何塞,368 ms
1.1.1.160,SJC,北美洲,圣何塞,368 ms
104.17.123.117,SJC,北美洲,圣何塞,369 ms
188.42.145.165,SJC,北美洲,圣何塞,369 ms
104.18.101.194,SJC,北美洲,圣何塞,369 ms
1.1.1.168,SJC,北美洲,圣何塞,369 ms
1.1.1.115,SJC,北美洲,圣何塞,369 ms
1.0.0.40,SJC,北美洲,圣何塞,369 ms
104.17.131.167,SJC,北美洲,圣何塞,370 ms
104.18.194.242,SJC,北美洲,圣何塞,370 ms
104.16.59.131,SJC,北美洲,圣何塞,371 ms
104.17.72.174,SJC,北美洲,圣何塞,371 ms
104.18.160.135,SJC,北美洲,圣何塞,371 ms
104.19.166.208,SJC,北美洲,圣何塞,371 ms
1.1.1.104,SJC,北美洲,圣何塞,371 ms
1.0.0.252,SJC,北美洲,圣何塞,371 ms
104.16.183.62,SJC,北美洲,圣何塞,371 ms
104.16.253.101,SJC,北美洲,圣何塞,372 ms
104.18.164.109,SJC,北美洲,圣何塞,372 ms
104.16.64.116,SJC,北美洲,圣何塞,372 ms
1.1.1.244,SJC,北美洲,圣何塞,373 ms
104.16.228.194,SJC,北美洲,圣何塞,373 ms
104.19.236.218,SJC,北美洲,圣何塞,373 ms
104.19.156.30,SJC,北美洲,圣何塞,373 ms
104.17.205.79,SJC,北美洲,圣何塞,373 ms
1.1.1.40,SJC,北美洲,圣何塞,373 ms
104.17.95.250,SJC,北美洲,圣何塞,373 ms
104.16.146.111,SJC,北美洲,圣何塞,373 ms
104.18.189.31,SJC,北美洲,圣何塞,373 ms
1.1.1.192,SJC,北美洲,圣何塞,374 ms
104.16.111.212,SJC,北美洲,圣何塞,374 ms
104.17.49.108,SJC,北美洲,圣何塞,374 ms
1.1.1.101,SJC,北美洲,圣何塞,374 ms
104.16.65.69,SJC,北美洲,圣何塞,374 ms
104.18.187.131,SJC,北美洲,圣何塞,374 ms
1.0.0.184,SJC,北美洲,圣何塞,374 ms
104.18.182.122,SJC,北美洲,圣何塞,375 ms
104.19.95.242,SJC,北美洲,圣何塞,375 ms
1.0.0.155,SJC,北美洲,圣何塞,375 ms
1.0.0.70,SJC,北美洲,圣何塞,375 ms
104.17.150.83,SJC,北美洲,圣何塞,375 ms
104.16.189.68,SJC,北美洲,圣何塞,376 ms
104.18.185.66,SJC,北美洲,圣何塞,376 ms
45.80.108.33,SJC,北美洲,圣何塞,376 ms
89.116.46.136,SJC,北美洲,圣何塞,376 ms
104.17.84.28,SJC,北美洲,圣何塞,376 ms
104.16.54.115,SJC,北美洲,圣何塞,376 ms
1.1.1.129,SJC,北美洲,圣何塞,377 ms
1.1.1.18,SJC,北美洲,圣何塞,377 ms
1.0.0.80,SJC,北美洲,圣何塞,377 ms
104.19.151.50,SJC,北美洲,圣何塞,377 ms
1.1.1.44,SJC,北美洲,圣何塞,378 ms
1.1.1.146,SJC,北美洲,圣何塞,378 ms
104.18.181.143,SJC,北美洲,圣何塞,378 ms
1.1.1.166,SJC,北美洲,圣何塞,378 ms
1.0.0.213,SJC,北美洲,圣何塞,378 ms
104.17.46.63,SJC,北美洲,圣何塞,378 ms
1.1.1.135,SJC,北美洲,圣何塞,378 ms
104.18.44.47,SJC,北美洲,圣何塞,378 ms
104.17.244.156,SJC,北美洲,圣何塞,379 ms
104.17.63.254,SJC,北美洲,圣何塞,379 ms
104.19.188.123,SJC,北美洲,圣何塞,379 ms
1.1.1.189,SJC,北美洲,圣何塞,379 ms
104.16.76.208,SJC,北美洲,圣何塞,379 ms
104.19.201.131,SJC,北美洲,圣何塞,379 ms
1.0.0.236,SJC,北美洲,圣何塞,379 ms
104.17.156.252,SJC,北美洲,圣何塞,380 ms
1.0.0.85,SJC,北美洲,圣何塞,380 ms
1.0.0.169,SJC,北美洲,圣何塞,380 ms
104.17.186.57,SJC,北美洲,圣何塞,380 ms
1.0.0.157,SJC,北美洲,圣何塞,380 ms
104.16.254.84,SJC,北美洲,圣何塞,380 ms
104.16.240.27,SJC,北美洲,圣何塞,380 ms
104.17.113.140,SJC,北美洲,圣何塞,380 ms
1.0.0.130,SJC,北美洲,圣何塞,380 ms
104.16.201.56,SJC,北美洲,圣何塞,381 ms
104.18.0.223,SJC,北美洲,圣何塞,381 ms
104.17.139.62,SJC,北美洲,圣何塞,381 ms
1.0.0.247,SJC,北美洲,圣何塞,382 ms
1.0.0.95,SJC,北美洲,圣何塞,382 ms
104.17.185.142,SJC,北美洲,圣何塞,382 ms
104.19.122.226,SJC,北美洲,圣何塞,382 ms
104.18.85.162,SJC,北美洲,圣何塞,382 ms
1.0.0.79,SJC,北美洲,圣何塞,382 ms
104.17.134.67,SJC,北美洲,圣何塞,382 ms
104.16.192.181,SJC,北美洲,圣何塞,383 ms
1.0.0.78,SJC,北美洲,圣何塞,383 ms
104.17.170.106,SJC,北美洲,圣何塞,383 ms
1.1.1.191,SJC,北美洲,圣何塞,383 ms
104.16.180.133,SJC,北美洲,圣何塞,383 ms
1.1.1.189,SJC,北美洲,圣何塞,384 ms
104.18.15.189,SJC,北美洲,圣何塞,384 ms
104.17.178.209,SJC,北美洲,圣何塞,384 ms
194.53.53.44,SJC,北美洲,圣何塞,384 ms
104.17.70.156,SJC,北美洲,圣何塞,384 ms
1.1.1.238,SJC,北美洲,圣何塞,384 ms
104.17.28.193,SJC,北美洲,圣何塞,385 ms
104.18.251.44,SJC,北美洲,圣何塞,385 ms
104.19.182.247,SJC,北美洲,圣何塞,385 ms
104.18.5.189,SJC,北美洲,圣何塞,385 ms
168.100.6.37,SJC,北美洲,圣何塞,385 ms
1.0.0.98,SJC,北美洲,圣何塞,385 ms
1.1.1.225,SJC,北美洲,圣何塞,386 ms
1.1.1.61,SJC,北美洲,圣何塞,386 ms
1.1.1.48,SJC,北美洲,圣何塞,386 ms
104.16.238.41,SJC,北美洲,圣何塞,386 ms
104.17.210.166,SJC,北美洲,圣何塞,386 ms
1.1.1.184,SJC,北美洲,圣何塞,386 ms
1.1.1.167,SJC,北美洲,圣何塞,387 ms
1.1.1.169,SJC,北美洲,圣何塞,387 ms
1.0.0.188,SJC,北美洲,圣何塞,387 ms
104.19.126.193,SJC,北美洲,圣何塞,387 ms
1.0.0.95,SJC,北美洲,圣何塞,387 ms
1.0.0.30,SJC,北美洲,圣何塞,387 ms
104.16.231.236,SJC,北美洲,圣何塞,388 ms
104.18.168.112,SJC,北美洲,圣何塞,388 ms
104.16.77.113,SJC,北美洲,圣何塞,388 ms
104.17.154.60,SJC,北美洲,圣何塞,388 ms
104.16.196.128,SJC,北美洲,圣何塞,388 ms
104.16.168.168,SJC,北美洲,圣何塞,389 ms
104.17.25.107,SJC,北美洲,圣何塞,389 ms
104.18.152.44,SJC,北美洲,圣何塞,389 ms
104.17.152.219,SJC,北美洲,圣何塞,389 ms
104.17.6.4,SJC,北美洲,圣何塞,390 ms
104.16.79.109,SJC,北美洲,圣何塞,390 ms
104.16.163.133,SJC,北美洲,圣何塞,390 ms
104.19.120.6,SJC,北美洲,圣何塞,391 ms
104.17.249.37,SJC,北美洲,圣何塞,391 ms
1.1.1.113,SJC,北美洲,圣何塞,391 ms
1.0.0.167,SJC,北美洲,圣何塞,391 ms
1.1.1.35,SJC,北美洲,圣何塞,391 ms
104.17.23.32,SJC,北美洲,圣何塞,391 ms
104.16.209.255,SJC,北美洲,圣何塞,391 ms
1.1.1.222,SJC,北美洲,圣何塞,392 ms
1.0.0.200,SJC,北美洲,圣何塞,392 ms
1.1.1.184,SJC,北美洲,圣何塞,392 ms
104.17.18.86,SJC,北美洲,圣何塞,392 ms
104.16.202.128,SJC,北美洲,圣何塞,392 ms
1.0.0.219,SJC,北美洲,圣何塞,392 ms
104.19.234.68,SJC,北美洲,圣何塞,392 ms
1.0.0.23,SJC,北美洲,圣何塞,393 ms
104.18.139.87,SJC,北美洲,圣何塞,393 ms
104.18.70.144,SJC,北美洲,圣何塞,393 ms
1.1.1.102,SJC,北美洲,圣何塞,393 ms
104.17.102.248,SJC,北美洲,圣何塞,393 ms
104.19.110.209,SJC,北美洲,圣何塞,393 ms
104.17.98.161,SJC,北美洲,圣何塞,394 ms
104.16.242.192,SJC,北美洲,圣何塞,394 ms
104.16.136.93,SJC,北美洲,圣何塞,394 ms
104.18.40.186,SJC,北美洲,圣何塞,394 ms
104.17.107.195,SJC,北美洲,圣何塞,395 ms
1.0.0.194,SJC,北美洲,圣何塞,395 ms
104.17.163.46,SJC,北美洲,圣何塞,395 ms
104.18.125.125,SJC,北美洲,圣何塞,395 ms
104.18.210.205,SJC,北美洲,圣何塞,395 ms
104.19.75.187,SJC,北美洲,圣何塞,395 ms
104.19.149.36,SJC,北美洲,圣何塞,395 ms
1.1.1.249,SJC,北美洲,圣何塞,395 ms
104.16.48.66,SJC,北美洲,圣何塞,396 ms
1.0.0.75,SJC,北美洲,圣何塞,396 ms
1.1.1.93,SJC,北美洲,圣何塞,396 ms
1.1.1.207,SJC,北美洲,圣何塞,396 ms
104.16.108.84,SJC,北美洲,圣何塞,396 ms
104.19.223.171,SJC,北美洲,圣何塞,396 ms
1.0.0.238,SJC,北美洲,圣何塞,396 ms
104.18.7.66,SJC,北美洲,圣何塞,396 ms
104.17.188.188,SJC,北美洲,圣何塞,396 ms
104.16.203.184,SJC,北美洲,圣何塞,396 ms
104.19.214.161,SJC,北美洲,圣何塞,397 ms
1.0.0.120,SJC,北美洲,圣何塞,397 ms
104.18.79.21,SJC,北美洲,圣何塞,397 ms
104.17.80.127,SJC,北美洲,圣何塞,397 ms
104.19.216.128,SJC,北美洲,圣何塞,397 ms
1.0.0.187,SJC,北美洲,圣何塞,397 ms
104.18.16.225,SJC,北美洲,圣何塞,397 ms
1.0.0.133,SJC,北美洲,圣何塞,397 ms
1.1.1.190,SJC,北美洲,圣何塞,398 ms
1.1.1.154,SJC,北美洲,圣何塞,398 ms
1.0.0.246,SJC,北美洲,圣何塞,399 ms
104.16.50.198,SJC,北美洲,圣何塞,399 ms
1.0.0.132,SJC,北美洲,圣何塞,399 ms
104.17.246.163,SJC,北美洲,圣何塞,399 ms
104.16.51.134,SJC,北美洲,圣何塞,399 ms
1.1.1.250,SJC,北美洲,圣何塞,400 ms
104.18.135.88,SJC,北美洲,圣何塞,400 ms
1.1.1.136,SJC,北美洲,圣何塞,400 ms
104.19.239.38,SJC,北美洲,圣何塞,400 ms
104.16.227.15,SJC,北美洲,圣何塞,401 ms
104.19.202.5,SJC,北美洲,圣何塞,401 ms
104.16.137.12,SJC,北美洲,圣何塞,401 ms
1.0.0.153,SJC,北美洲,圣何塞,401 ms
104.16.186.78,SJC,北美洲,圣何塞,401 ms
1.1.1.197,SJC,北美洲,圣何塞,401 ms
104.16.236.4,SJC,北美洲,圣何塞,401 ms
1.1.1.103,SJC,北美洲,圣何塞,401 ms
104.16.49.102,SJC,北美洲,圣何塞,402 ms
1.1.1.42,SJC,北美洲,圣何塞,402 ms
104.19.148.89,SJC,北美洲,圣何塞,402 ms
104.16.7.242,SJC,北美洲,圣何塞,402 ms
104.17.180.241,SJC,北美洲,圣何塞,402 ms
104.18.238.10,SJC,北美洲,圣何塞,402 ms
104.16.82.223,SJC,北美洲,圣何塞,403 ms
104.16.190.77,SJC,北美洲,圣何塞,403 ms
104.19.106.135,SJC,北美洲,圣何塞,403 ms
104.18.223.57,SJC,北美洲,圣何塞,404 ms
1.1.1.233,SJC,北美洲,圣何塞,404 ms
104.19.153.38,SJC,北美洲,圣何塞,404 ms
104.16.16.26,SJC,北美洲,圣何塞,404 ms
1.0.0.71,SJC,北美洲,圣何塞,404 ms
104.19.40.204,SJC,北美洲,圣何塞,404 ms
104.16.200.217,SJC,北美洲,圣何塞,405 ms
1.1.1.247,SJC,北美洲,圣何塞,405 ms
104.17.13.211,SJC,北美洲,圣何塞,406 ms
104.17.176.135,SJC,北美洲,圣何塞,406 ms
104.19.93.254,SJC,北美洲,圣何塞,407 ms
1.1.1.94,SJC,北美洲,圣何塞,407 ms
1.1.1.189,SJC,北美洲,圣何塞,407 ms
1.1.1.63,SJC,北美洲,圣何塞,407 ms
104.19.211.186,SJC,北美洲,圣何塞,408 ms
1.1.1.159,SJC,北美洲,圣何塞,409 ms
104.17.227.238,SJC,北美洲,圣何塞,409 ms
1.1.1.9,SJC,北美洲,圣何塞,409 ms
104.19.65.216,SJC,北美洲,圣何塞,409 ms
104.16.21.5,SJC,北美洲,圣何塞,409 ms
1.0.0.245,SJC,北美洲,圣何塞,409 ms
1.0.0.58,SJC,北美洲,圣何塞,410 ms
1.0.0.223,SJC,北美洲,圣何塞,411 ms
1.1.1.30,SJC,北美洲,圣何塞,411 ms
104.19.195.198,SJC,北美洲,圣何塞,411 ms
104.18.83.124,SJC,北美洲,圣何塞,411 ms
104.19.210.218,SJC,北美洲,圣何塞,412 ms
1.1.1.63,SJC,北美洲,圣何塞,413 ms
154.206.12.195,SJC,北美洲,圣何塞,413 ms
104.17.245.72,SJC,北美洲,圣何塞,414 ms
1.1.1.218,SJC,北美洲,圣何塞,414 ms
1.1.1.229,SJC,北美洲,圣何塞,414 ms
104.17.103.122,SJC,北美洲,圣何塞,414 ms
104.18.208.10,SJC,北美洲,圣何塞,415 ms
1.0.0.50,SJC,北美洲,圣何塞,415 ms
1.0.0.252,SJC,北美洲,圣何塞,416 ms
1.0.0.15,SJC,北美洲,圣何塞,416 ms
1.1.1.80,SJC,北美洲,圣何塞,417 ms
104.18.191.144,SJC,北美洲,圣何塞,417 ms
104.19.86.98,SJC,北美洲,圣何塞,417 ms
104.16.100.4,SJC,北美洲,圣何塞,417 ms
1.0.0.54,SJC,北美洲,圣何塞,418 ms
1.0.0.210,SJC,北美洲,圣何塞,418 ms
104.19.72.46,SJC,北美洲,圣何塞,418 ms
1.0.0.83,SJC,北美洲,圣何塞,419 ms
1.1.1.211,SJC,北美洲,圣何塞,419 ms
104.18.120.21,SJC,北美洲,圣何塞,419 ms
1.1.1.248,SJC,北美洲,圣何塞,419 ms
1.1.1.41,SJC,北美洲,圣何塞,419 ms
104.18.64.251,SJC,北美洲,圣何塞,420 ms
1.0.0.54,SJC,北美洲,圣何塞,421 ms
104.18.207.128,SJC,北美洲,圣何塞,421 ms
104.17.133.59,SJC,北美洲,圣何塞,422 ms
104.17.100.150,SJC,北美洲,圣何塞,422 ms
104.18.172.188,SJC,北美洲,圣何塞,422 ms
1.1.1.85,SJC,北美洲,圣何塞,423 ms
1.1.1.249,SJC,北美洲,圣何塞,423 ms
104.16.224.77,SJC,北美洲,圣何塞,423 ms
1.1.1.90,SJC,北美洲,圣何塞,423 ms
104.18.29.58,SJC,北美洲,圣何塞,423 ms
1.1.1.102,SJC,北美洲,圣何塞,424 ms
1.0.0.211,SJC,北美洲,圣何塞,424 ms
104.19.79.142,SJC,北美洲,圣何塞,424 ms
1.1.1.107,SJC,北美洲,圣何塞,424 ms
104.18.174.185,SJC,北美洲,圣何塞,424 ms
1.0.0.40,SJC,北美洲,圣何塞,425 ms
104.17.199.74,SJC,北美洲,圣何塞,425 ms
1.0.0.21,SJC,北美洲,圣何塞,425 ms
104.19.61.66,SJC,北美洲,圣何塞,426 ms
104.16.194.94,SJC,北美洲,圣何塞,426 ms
1.0.0.45,SJC,北美洲,圣何塞,427 ms
1.0.0.161,SJC,北美洲,圣何塞,427 ms
104.16.187.224,SJC,北美洲,圣何塞,427 ms
104.19.144.203,SJC,北美洲,圣何塞,428 ms
1.1.1.252,SJC,北美洲,圣何塞,429 ms
104.16.195.142,SJC,北美洲,圣何塞,429 ms
1.0.0.151,SJC,北美洲,圣何塞,430 ms
1.1.1.42,SJC,北美洲,圣何塞,430 ms
104.16.97.4,SJC,北美洲,圣何塞,430 ms
104.16.205.250,SJC,北美洲,圣何塞,431 ms
104.18.205.206,SJC,北美洲,圣何塞,431 ms
104.19.77.1,SJC,北美洲,圣何塞,431 ms
104.19.78.31,SJC,北美洲,圣何塞,431 ms
104.19.71.88,SJC,北美洲,圣何塞,432 ms
1.0.0.71,SJC,北美洲,圣何塞,432 ms
104.16.221.187,SJC,北美洲,圣何塞,432 ms
104.17.127.105,SJC,北美洲,圣何塞,432 ms
1.0.0.237,SJC,北美洲,圣何塞,434 ms
104.18.204.251,SJC,北美洲,圣何塞,437 ms
1.0.0.90,SJC,北美洲,圣何塞,437 ms
104.19.0.209,SJC,北美洲,圣何塞,439 ms
1.0.0.104,SJC,北美洲,圣何塞,439 ms
1.0.0.140,SJC,北美洲,圣何塞,440 ms
104.16.130.251,SJC,北美洲,圣何塞,441 ms
104.16.129.221,SJC,北美洲,圣何塞,441 ms
104.19.123.10,SJC,北美洲,圣何塞,442 ms
104.17.174.107,SJC,北美洲,圣何塞,442 ms
104.16.40.50,SJC,北美洲,圣何塞,442 ms
104.17.158.136,SJC,北美洲,圣何塞,442 ms
1.0.0.255,SJC,北美洲,圣何塞,443 ms
1.1.1.85,SJC,北美洲,圣何塞,444 ms
104.17.126.153,SJC,北美洲,圣何塞,444 ms
104.17.40.198,SJC,北美洲,圣何塞,444 ms
104.16.94.125,SJC,北美洲,圣何塞,445 ms
104.17.38.23,SJC,北美洲,圣何塞,446 ms
1.0.0.109,SJC,北美洲,圣何塞,446 ms
104.17.125.78,SJC,北美洲,圣何塞,446 ms
89.116.250.42,SJC,北美洲,圣何塞,447 ms
104.17.39.21,SJC,北美洲,圣何塞,447 ms
104.17.12.247,SJC,北美洲,圣何塞,447 ms
104.16.128.47,SJC,北美洲,圣何塞,449 ms
104.18.250.61,SJC,北美洲,圣何塞,450 ms
104.18.28.76,SJC,北美洲,圣何塞,450 ms
104.19.101.121,SJC,北美洲,圣何塞,450 ms
104.16.12.0,SJC,北美洲,圣何塞,452 ms
104.19.255.116,SJC,北美洲,圣何塞,454 ms
104.19.121.161,SJC,北美洲,圣何塞,455 ms
104.18.56.51,SJC,北美洲,圣何塞,455 ms
104.16.102.76,SJC,北美洲,圣何塞,457 ms
1.0.0.127,SJC,北美洲,圣何塞,460 ms
104.16.219.18,SJC,北美洲,圣何塞,464 ms
104.19.207.73,SJC,北美洲,圣何塞,464 ms
104.19.74.228,SJC,北美洲,圣何塞,466 ms
104.16.218.249,SJC,北美洲,圣何塞,467 ms
1.1.1.93,SJC,北美洲,圣何塞,468 ms
104.19.26.98,SJC,北美洲,圣何塞,472 ms
1.1.1.122,SJC,北美洲,圣何塞,475 ms
1.1.1.222,SJC,北美洲,圣何塞,475 ms
104.19.25.187,SJC,北美洲,圣何塞,476 ms
104.16.37.184,SJC,北美洲,圣何塞,477 ms
104.17.36.50,SJC,北美洲,圣何塞,479 ms
104.16.215.146,SJC,北美洲,圣何塞,479 ms
104.19.114.101,SJC,北美洲,圣何塞,480 ms
104.19.59.187,SJC,北美洲,圣何塞,481 ms
45.131.5.214,SJC,北美洲,圣何塞,484 ms
104.17.251.94,SJC,北美洲,圣何塞,486 ms
1.1.1.196,SJC,北美洲,圣何塞,487 ms
104.16.193.140,SJC,北美洲,圣何塞,487 ms
104.19.99.214,SJC,北美洲,圣何塞,488 ms
104.19.97.217,SJC,北美洲,圣何塞,488 ms
104.19.108.65,SJC,北美洲,圣何塞,494 ms
104.19.22.252,SJC,北美洲,圣何塞,494 ms
104.19.21.249,SJC,北美洲,圣何塞,494 ms
104.19.42.69,SJC,北美洲,圣何塞,496 ms
104.17.110.41,SJC,北美洲,圣何塞,505 ms
104.17.29.250,SJC,北美洲,圣何塞,506 ms
104.17.106.224,SJC,北美洲,圣何塞,507 ms
104.16.208.245,SJC,北美洲,圣何塞,507 ms
104.19.84.244,SJC,北美洲,圣何塞,508 ms
104.19.100.125,SJC,北美洲,圣何塞,512 ms
104.19.90.79,SJC,北美洲,圣何塞,518 ms
104.19.50.67,SJC,北美洲,圣何塞,520 ms
104.19.85.209,SJC,北美洲,圣何塞,520 ms
104.19.18.141,SJC,北美洲,圣何塞,520 ms
104.19.27.113,SJC,北美洲,圣何塞,523 ms
104.19.10.117,SJC,北美洲,圣何塞,524 ms
104.19.127.100,SJC,北美洲,圣何塞,528 ms
104.19.44.96,SJC,北美洲,圣何塞,529 ms
104.17.24.159,SJC,北美洲,圣何塞,530 ms
104.19.45.177,SJC,北美洲,圣何塞,548 ms
104.19.14.166,SJC,北美洲,圣何塞,550 ms
104.19.29.252,SJC,北美洲,圣何塞,554 ms
104.18.60.215,SJC,北美洲,圣何塞,559 ms
104.19.1.139,SJC,北美洲,圣何塞,562 ms
104.19.31.117,SJC,北美洲,圣何塞,562 ms
104.19.28.232,SJC,北美洲,圣何塞,585 ms
104.19.124.159,SJC,北美洲,圣何塞,620 ms
104.19.115.204,SJC,北美洲,圣何塞,622 ms
104.18.54.86,SJC,北美洲,圣何塞,631 ms
104.18.51.78,SJC,北美洲,圣何塞,633 ms
104.19.34.110,SJC,北美洲,圣何塞,650 ms
104.19.47.180,SJC,北美洲,圣何塞,655 ms
104.19.60.2,SJC,北美洲,圣何塞,658 ms
104.19.37.243,SJC,北美洲,圣何塞,666 ms
104.19.3.85,SJC,北美洲,圣何塞,673 ms
104.19.32.74,SJC,北美洲,圣何塞,673 ms
104.19.53.44,SJC,北美洲,圣何塞,674 ms
104.19.33.64,SJC,北美洲,圣何塞,680 ms
104.19.46.28,SJC,北美洲,圣何塞,684 ms
104.19.56.78,SJC,北美洲,圣何塞,688 ms
104.19.70.105,SJC,北美洲,圣何塞,688 ms
104.19.23.118,SJC,北美洲,圣何塞,695 ms
104.19.81.187,SJC,北美洲,圣何塞,702 ms
104.19.105.181,SJC,北美洲,圣何塞,708 ms
104.19.67.40,SJC,北美洲,圣何塞,709 ms
104.19.15.255,SJC,北美洲,圣何塞,709 ms
104.19.13.162,SJC,北美洲,圣何塞,710 ms
104.19.83.74,SJC,北美洲,圣何塞,713 ms
104.19.76.84,SJC,北美洲,圣何塞,714 ms
104.19.66.6,SJC,北美洲,圣何塞,715 ms
104.19.6.67,SJC,北美洲,圣何塞,721 ms
172.67.23.172,IAD,北美洲,阿什本,723 ms
104.19.19.144,SJC,北美洲,圣何塞,724 ms
104.19.35.218,SJC,北美洲,圣何塞,755 ms
104.19.63.206,SJC,北美洲,圣何塞,757 ms
205.233.181.224,SJC,北美洲,圣何塞,759 ms
104.19.62.49,SJC,北美洲,圣何塞,761 ms
192.65.217.14,SJC,北美洲,圣何塞,771 ms
104.19.57.179,SJC,北美洲,圣何塞,774 ms
104.19.98.187,SJC,北美洲,圣何塞,781 ms
104.19.112.119,SJC,北美洲,圣何塞,783 ms
172.67.15.10,IAD,北美洲,阿什本,783 ms
104.19.24.113,SJC,北美洲,圣何塞,786 ms
104.19.2.77,SJC,北美洲,圣何塞,791 ms
104.19.107.20,SJC,北美洲,圣何塞,793 ms
213.109.205.68,SJC,北美洲,圣何塞,798 ms
172.67.16.72,IAD,北美洲,阿什本,800 ms
104.19.87.12,SJC,北美洲,圣何塞,803 ms
213.241.198.157,SJC,北美洲,圣何塞,809 ms
104.19.88.244,SJC,北美洲,圣何塞,815 ms
104.19.103.231,SJC,北美洲,圣何塞,821 ms
209.46.30.241,SJC,北美洲,圣何塞,832 ms
203.22.241.16,SJC,北美洲,圣何塞,838 ms
194.59.5.126,SJC,北美洲,圣何塞,854 ms
198.202.211.126,SJC,北美洲,圣何塞,855 ms
91.193.59.9,SJC,北美洲,圣何塞,862 ms
89.47.57.34,SJC,北美洲,圣何塞,882 ms
199.181.197.83,SJC,北美洲,圣何塞,884 ms
190.93.246.240,SJC,北美洲,圣何塞,900 ms
194.113.223.7,SJC,北美洲,圣何塞,913 ms
199.60.103.44,SJC,北美洲,圣何塞,914 ms
89.47.56.85,SJC,北美洲,圣何塞,925 ms
104.18.48.218,SJC,北美洲,圣何塞,927 ms
104.19.135.187,SJC,北美洲,圣何塞,929 ms
